CensusTract,State,County,Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,ZIP
48029191806,Texas,Bexar County,1,0,0,0,0,78258
48029191807,Texas,Bexar County,1,0,0,0,0,78015
48029191807,Texas,Bexar County,1,0,0,0,0,78231
48029191807,Texas,Bexar County,1,0,0,0,0,78249
48029191807,Texas,Bexar County,1,0,0,0,0,78256
48029191807,Texas,Bexar County,1,0,0,0,0,78257
48029191808,Texas,Bexar County,1,0,0,0,0,78258
48029191809,Texas,Bexar County,1,0,0,0,0,78258
48029191809,Texas,Bexar County,1,0,0,0,0,78260
48029191810,Texas,Bexar County,1,0,0,0,0,78258
48029191810,Texas,Bexar County,1,0,0,0,0,78260
48029191811,Texas,Bexar County,1,0,0,0,0,78258
48029191811,Texas,Bexar County,1,0,0,0,0,78260
48029191812,Texas,Bexar County,1,0,0,0,0,78258
48029191812,Texas,Bexar County,1,0,0,0,0,78260
48029191813,Texas,Bexar County,1,0,0,0,0,78258
48029191814,Texas,Bexar County,1,0,0,0,0,78258
48029191814,Texas,Bexar County,1,0,0,0,0,78260
48029191815,Texas,Bexar County,1,0,0,0,0,78258
48029191815,Texas,Bexar County,1,0,0,0,0,78260
48029191816,Texas,Bexar County,1,0,0,0,0,78232
48029191816,Texas,Bexar County,1,0,0,0,0,78258
48029191817,Texas,Bexar County,1,0,0,0,0,78232
48029191817,Texas,Bexar County,1,0,0,0,0,78258
48029191900,Texas,Bexar County,1,0,1,0,1,78202
48029191900,Texas,Bexar County,1,0,1,0,1,78203
48029191900,Texas,Bexar County,1,0,1,0,1,78205
48029191900,Texas,Bexar County,1,0,1,0,1,78215
48029192000,Texas,Bexar County,1,1,1,1,1,78209
48029192000,Texas,Bexar County,1,1,1,1,1,78212
48029192000,Texas,Bexar County,1,1,1,1,1,78215
48029192000,Texas,Bexar County,1,1,1,1,1,78234
48029192100,Texas,Bexar County,1,0,0,0,0,78204
48029192100,Texas,Bexar County,1,0,0,0,0,78205
48029192100,Texas,Bexar County,1,0,0,0,0,78207
48029192100,Texas,Bexar County,1,0,0,0,0,78210
48029192100,Texas,Bexar County,1,0,0,0,0,78283
48029192200,Texas,Bexar County,1,1,1,1,0,78214
48029192200,Texas,Bexar County,1,1,1,1,0,78221
48029192200,Texas,Bexar County,1,1,1,1,0,78223
48029192200,Texas,Bexar County,1,1,1,1,0,78235
48029192300,Texas,Bexar County,1,0,0,0,0,78216
48029980001,Texas,Bexar County,0,0,0,0,0,78015
48029980001,Texas,Bexar County,0,0,0,0,0,78257
48029980001,Texas,Bexar County,0,0,0,0,0,78260
48029980002,Texas,Bexar County,1,0,0,0,0,78211
48029980002,Texas,Bexar County,1,0,0,0,0,78226
48029980003,Texas,Bexar County,1,1,1,1,0,78227
48029980003,Texas,Bexar County,1,1,1,1,0,78236
48029980005,Texas,Bexar County,0,0,0,0,0,78023
48029980005,Texas,Bexar County,0,0,0,0,0,78254
48029980100,Texas,Bexar County,1,1,1,1,0,78226
48029980100,Texas,Bexar County,1,1,1,1,0,78236
48029980100,Texas,Bexar County,1,1,1,1,0,78237
48029980100,Texas,Bexar County,1,1,1,1,0,78242
48029980100,Texas,Bexar County,1,1,1,1,0,78243
48031950100,Texas,Blanco County,0,0,0,0,0,78606
48031950100,Texas,Blanco County,0,0,0,0,0,78620
48031950100,Texas,Blanco County,0,0,0,0,0,78635
48031950100,Texas,Blanco County,0,0,0,0,0,78636
48031950100,Texas,Blanco County,0,0,0,0,0,78663
48031950100,Texas,Blanco County,0,0,0,0,0,78669
48031950100,Texas,Blanco County,0,0,0,0,0,78671
48031950200,Texas,Blanco County,0,0,0,0,0,78027
48031950200,Texas,Blanco County,0,0,0,0,0,78070
48031950200,Texas,Blanco County,0,0,0,0,0,78606
48031950200,Texas,Blanco County,0,0,0,0,0,78620
48031950200,Texas,Blanco County,0,0,0,0,0,78636
48031950200,Texas,Blanco County,0,0,0,0,0,78676
48033950100,Texas,Borden County,0,0,0,0,0,79331
48033950100,Texas,Borden County,0,0,0,0,0,79351
48033950100,Texas,Borden County,0,0,0,0,0,79356
48033950100,Texas,Borden County,0,0,0,0,0,79511
48033950100,Texas,Borden County,0,0,0,0,0,79517
48033950100,Texas,Borden County,0,0,0,0,0,79527
48033950100,Texas,Borden County,0,0,0,0,0,79713
48033950100,Texas,Borden County,0,0,0,0,0,79738
48035950100,Texas,Bosque County,0,1,1,0,0,76043
48035950100,Texas,Bosque County,0,1,1,0,0,76457
48035950100,Texas,Bosque County,0,1,1,0,0,76649
48035950100,Texas,Bosque County,0,1,1,0,0,76652
48035950100,Texas,Bosque County,0,1,1,0,0,76665
48035950100,Texas,Bosque County,0,1,1,0,0,76671
48035950100,Texas,Bosque County,0,1,1,0,0,76690
48035950200,Texas,Bosque County,0,0,0,0,0,76665
48035950300,Texas,Bosque County,0,0,0,0,0,76634
48035950300,Texas,Bosque County,0,0,0,0,0,76652
48035950300,Texas,Bosque County,0,0,0,0,0,76665
48035950300,Texas,Bosque County,0,0,0,0,0,76671
48035950400,Texas,Bosque County,0,0,0,0,0,76457
48035950400,Texas,Bosque County,0,0,0,0,0,76528
48035950400,Texas,Bosque County,0,0,0,0,0,76633
48035950400,Texas,Bosque County,0,0,0,0,0,76634
48035950400,Texas,Bosque County,0,0,0,0,0,76637
48035950400,Texas,Bosque County,0,0,0,0,0,76649
48035950400,Texas,Bosque County,0,0,0,0,0,76665
48035950400,Texas,Bosque County,0,0,0,0,0,76689
48035950500,Texas,Bosque County,1,0,0,0,0,76634
48035950600,Texas,Bosque County,0,0,0,0,0,76634
48035950700,Texas,Bosque County,0,0,0,0,0,76633
48035950700,Texas,Bosque County,0,0,0,0,0,76634
48035950700,Texas,Bosque County,0,0,0,0,0,76689
48037010100,Texas,Bowie County,1,0,1,0,0,75501
48037010100,Texas,Bowie County,1,0,1,0,0,75503
48037010400,Texas,Bowie County,1,1,1,1,1,75501
48037010500,Texas,Bowie County,1,0,1,0,1,75501
48037010600,Texas,Bowie County,1,0,0,0,0,75501
48037010600,Texas,Bowie County,1,0,0,0,0,75503
48037010700,Texas,Bowie County,1,0,1,0,1,75501
48037010700,Texas,Bowie County,1,0,1,0,1,75503
48037010700,Texas,Bowie County,1,0,1,0,1,75599
48037010800,Texas,Bowie County,1,0,1,0,1,75501
48037010800,Texas,Bowie County,1,0,1,0,1,75503
48037010800,Texas,Bowie County,1,0,1,0,1,75504
48037010800,Texas,Bowie County,1,0,1,0,1,75505
48037010901,Texas,Bowie County,1,0,0,0,0,75503
48037010902,Texas,Bowie County,1,0,0,0,0,75501
48037010902,Texas,Bowie County,1,0,0,0,0,75503
48037010902,Texas,Bowie County,1,0,0,0,0,75569
48037011000,Texas,Bowie County,1,0,0,0,0,75501
48037011000,Texas,Bowie County,1,0,0,0,0,75569
48037011100,Texas,Bowie County,1,0,0,0,0,75501
48037011200,Texas,Bowie County,1,0,0,0,0,75501
48037011200,Texas,Bowie County,1,0,0,0,0,75503
48037011300,Texas,Bowie County,0,0,0,0,0,75501
48037011300,Texas,Bowie County,0,0,0,0,0,75503
48037011300,Texas,Bowie County,0,0,0,0,0,75561
48037011300,Texas,Bowie County,0,0,0,0,0,75570
48037011401,Texas,Bowie County,0,0,0,0,0,75501
48037011401,Texas,Bowie County,0,0,0,0,0,75567
48037011401,Texas,Bowie County,0,0,0,0,0,75570
48037011401,Texas,Bowie County,0,0,0,0,0,75573
48037011402,Texas,Bowie County,0,0,0,0,0,75501
48037011402,Texas,Bowie County,0,0,0,0,0,75567
48037011501,Texas,Bowie County,0,0,0,0,0,75559
48037011501,Texas,Bowie County,0,0,0,0,0,75570
48037011502,Texas,Bowie County,1,1,1,1,0,75570
48037011600,Texas,Bowie County,0,0,0,0,0,75554
48037011600,Texas,Bowie County,0,0,0,0,0,75559
48037011600,Texas,Bowie County,0,0,0,0,0,75570
48037011700,Texas,Bowie County,0,0,0,0,0,75559
48037011700,Texas,Bowie County,0,0,0,0,0,75574
48039660100,Texas,Brazoria County,1,0,0,0,0,77546
48039660100,Texas,Brazoria County,1,0,0,0,0,77581
48039660200,Texas,Brazoria County,1,0,0,0,0,77511
48039660200,Texas,Brazoria County,1,0,0,0,0,77546
48039660200,Texas,Brazoria County,1,0,0,0,0,77581
48039660300,Texas,Brazoria County,1,0,0,0,0,77581
48039660300,Texas,Brazoria County,1,0,0,0,0,77588
48039660400,Texas,Brazoria County,1,0,0,0,0,77581
48039660500,Texas,Brazoria County,1,0,0,0,0,77581
48039660500,Texas,Brazoria County,1,0,0,0,0,77584
48039660601,Texas,Brazoria County,1,0,0,0,0,77581
48039660601,Texas,Brazoria County,1,0,0,0,0,77584
48039660602,Texas,Brazoria County,1,0,0,0,0,77545
48039660602,Texas,Brazoria County,1,0,0,0,0,77578
48039660602,Texas,Brazoria County,1,0,0,0,0,77583
48039660602,Texas,Brazoria County,1,0,0,0,0,77584
48039660701,Texas,Brazoria County,1,0,0,0,0,77581
48039660701,Texas,Brazoria County,1,0,0,0,0,77584
48039660702,Texas,Brazoria County,1,0,0,0,0,77578
48039660702,Texas,Brazoria County,1,0,0,0,0,77584
48039660801,Texas,Brazoria County,1,0,0,0,0,77581
48039660801,Texas,Brazoria County,1,0,0,0,0,77584
48039660802,Texas,Brazoria County,1,0,0,0,0,77581
48039660802,Texas,Brazoria County,1,0,0,0,0,77584
48039660900,Texas,Brazoria County,1,0,0,0,0,77511
48039660900,Texas,Brazoria County,1,0,0,0,0,77581
48039660900,Texas,Brazoria County,1,0,0,0,0,77584
48039661000,Texas,Brazoria County,1,0,0,0,0,77511
48039661000,Texas,Brazoria County,1,0,0,0,0,77578
48039661100,Texas,Brazoria County,0,0,0,0,0,77511
48039661200,Texas,Brazoria County,1,0,1,0,0,77511
48039661200,Texas,Brazoria County,1,0,1,0,0,77512
48039661300,Texas,Brazoria County,1,0,1,0,0,77511
48039661400,Texas,Brazoria County,1,1,1,1,0,77511
48039661501,Texas,Brazoria County,0,0,0,0,0,77511
48039661501,Texas,Brazoria County,0,0,0,0,0,77578
48039661502,Texas,Brazoria County,0,0,0,0,0,77511
48039661502,Texas,Brazoria County,0,0,0,0,0,77578
48039661601,Texas,Brazoria County,1,0,0,0,0,77511
48039661602,Texas,Brazoria County,0,0,0,0,0,77511
48039661700,Texas,Brazoria County,0,0,0,0,0,77510
48039661700,Texas,Brazoria County,0,0,0,0,0,77511
48039661700,Texas,Brazoria County,0,0,0,0,0,77517
48039661700,Texas,Brazoria County,0,0,0,0,0,77534
48039661700,Texas,Brazoria County,0,0,0,0,0,77541
48039661700,Texas,Brazoria County,0,0,0,0,0,77577
48039661800,Texas,Brazoria County,0,0,0,0,0,77511
48039661800,Texas,Brazoria County,0,0,0,0,0,77534
48039661800,Texas,Brazoria County,0,0,0,0,0,77577
48039661800,Texas,Brazoria County,0,0,0,0,0,77578
48039661800,Texas,Brazoria County,0,0,0,0,0,77583
48039661900,Texas,Brazoria County,0,0,0,0,0,77515
48039661900,Texas,Brazoria County,0,0,0,0,0,77578
48039661900,Texas,Brazoria County,0,0,0,0,0,77583
48039662000,Texas,Brazoria County,0,0,0,0,0,77430
48039662000,Texas,Brazoria County,0,0,0,0,0,77444
48039662000,Texas,Brazoria County,0,0,0,0,0,77486
48039662100,Texas,Brazoria County,0,0,0,0,0,77486
48039662100,Texas,Brazoria County,0,0,0,0,0,77515
48039662200,Texas,Brazoria County,0,0,0,0,0,77515
48039662200,Texas,Brazoria County,0,0,0,0,0,77534
48039662200,Texas,Brazoria County,0,0,0,0,0,77583
48039662300,Texas,Brazoria County,1,0,1,0,0,77515
48039662300,Texas,Brazoria County,1,0,1,0,0,77516
48039662400,Texas,Brazoria County,0,0,0,0,0,77515
48039662400,Texas,Brazoria County,0,0,0,0,0,77534
48039662500,Texas,Brazoria County,0,0,0,0,0,77422
48039662500,Texas,Brazoria County,0,0,0,0,0,77486
48039662500,Texas,Brazoria County,0,0,0,0,0,77515
48039662600,Texas,Brazoria County,0,0,0,0,0,77422
48039662600,Texas,Brazoria County,0,0,0,0,0,77486
48039662700,Texas,Brazoria County,0,0,0,0,0,77422
48039662700,Texas,Brazoria County,0,0,0,0,0,77431
48039662700,Texas,Brazoria County,0,0,0,0,0,77463
48039662700,Texas,Brazoria County,0,0,0,0,0,77480
48039662800,Texas,Brazoria County,0,0,0,0,0,77422
48039662800,Texas,Brazoria County,0,0,0,0,0,77480
48039662900,Texas,Brazoria County,0,0,0,0,0,77422
48039663000,Texas,Brazoria County,0,0,0,0,0,77422
48039663000,Texas,Brazoria County,0,0,0,0,0,77541
48039663100,Texas,Brazoria County,0,0,0,0,0,77515
48039663100,Texas,Brazoria County,0,0,0,0,0,77531
48039663100,Texas,Brazoria County,0,0,0,0,0,77566
48039663200,Texas,Brazoria County,1,0,0,0,0,77566
48039663300,Texas,Brazoria County,1,0,1,0,0,77566
48039663400,Texas,Brazoria County,1,0,0,0,0,77566
48039663500,Texas,Brazoria County,1,0,0,0,0,77566
48039663600,Texas,Brazoria County,1,0,0,0,0,77531
48039663600,Texas,Brazoria County,1,0,0,0,0,77566
48039663700,Texas,Brazoria County,1,0,0,0,0,77531
48039663700,Texas,Brazoria County,1,0,0,0,0,77566
48039663800,Texas,Brazoria County,1,0,0,0,0,77531
48039663800,Texas,Brazoria County,1,0,0,0,0,77566
48039663900,Texas,Brazoria County,1,0,0,0,0,77531
48039663900,Texas,Brazoria County,1,0,0,0,0,77541
48039663900,Texas,Brazoria County,1,0,0,0,0,77566
48039664000,Texas,Brazoria County,0,0,0,0,0,77515
48039664000,Texas,Brazoria County,0,0,0,0,0,77531
48039664000,Texas,Brazoria County,0,0,0,0,0,77541
48039664100,Texas,Brazoria County,0,0,0,0,0,77515
48039664100,Texas,Brazoria County,0,0,0,0,0,77531
48039664100,Texas,Brazoria County,0,0,0,0,0,77541
48039664200,Texas,Brazoria County,1,1,1,1,0,77531
48039664200,Texas,Brazoria County,1,1,1,1,0,77541
48039664300,Texas,Brazoria County,1,1,1,1,1,77541
48039664300,Texas,Brazoria County,1,1,1,1,1,77542
48039664400,Texas,Brazoria County,1,1,1,1,0,77541
48039664501,Texas,Brazoria County,0,0,0,0,0,77422
48039664501,Texas,Brazoria County,0,0,0,0,0,77541
48041000101,Texas,Brazos County,0,0,0,0,0,77802
48041000101,Texas,Brazos County,0,0,0,0,0,77807
48041000101,Texas,Brazos County,0,0,0,0,0,77808
48041000102,Texas,Brazos County,0,0,0,0,0,77802
48041000102,Texas,Brazos County,0,0,0,0,0,77808
48041000102,Texas,Brazos County,0,0,0,0,0,77845
48041000103,Texas,Brazos County,0,0,0,0,0,77808
48041000103,Texas,Brazos County,0,0,0,0,0,77856
48041000103,Texas,Brazos County,0,0,0,0,0,77859
48041000103,Texas,Brazos County,0,0,0,0,0,77862
48041000201,Texas,Brazos County,1,0,1,0,0,77801
48041000201,Texas,Brazos County,1,0,1,0,0,77807
48041000202,Texas,Brazos County,0,0,0,0,0,77803
48041000202,Texas,Brazos County,0,0,0,0,0,77807
48041000202,Texas,Brazos County,0,0,0,0,0,77843
48041000202,Texas,Brazos County,0,0,0,0,0,77845
48041000300,Texas,Brazos County,1,0,0,0,0,77803
48041000400,Texas,Brazos County,1,1,1,1,0,77802
48041000400,Texas,Brazos County,1,1,1,1,0,77803
48041000500,Texas,Brazos County,1,1,1,1,0,77803
48041000500,Texas,Brazos County,1,1,1,1,0,77807
48041000603,Texas,Brazos County,1,1,1,1,0,77803
48041000603,Texas,Brazos County,1,1,1,1,0,77806
48041000604,Texas,Brazos County,1,1,1,1,1,77801
48041000604,Texas,Brazos County,1,1,1,1,1,77803
48041000604,Texas,Brazos County,1,1,1,1,1,77807
48041000700,Texas,Brazos County,1,1,1,1,0,77803
48041000800,Texas,Brazos County,1,0,0,0,0,77801
48041000800,Texas,Brazos County,1,0,0,0,0,77802
48041000800,Texas,Brazos County,1,0,0,0,0,77803
48041000900,Texas,Brazos County,1,0,0,0,0,77801
48041000900,Texas,Brazos County,1,0,0,0,0,77803
48041001000,Texas,Brazos County,1,0,1,0,1,77801
48041001000,Texas,Brazos County,1,0,1,0,1,77802
48041001000,Texas,Brazos County,1,0,1,0,1,77840
48041001100,Texas,Brazos County,1,0,0,0,0,77801
48041001100,Texas,Brazos County,1,0,0,0,0,77802
48041001301,Texas,Brazos County,1,1,1,1,1,77802
48041001301,Texas,Brazos County,1,1,1,1,1,77840
48041001302,Texas,Brazos County,1,1,1,1,1,77840
48041001303,Texas,Brazos County,1,0,1,0,1,77840
48041001400,Texas,Brazos County,1,0,1,0,1,77840
48041001601,Texas,Brazos County,1,1,1,1,0,77840
48041001604,Texas,Brazos County,1,1,1,1,1,77840
48041001605,Texas,Brazos County,1,1,1,1,1,77840
48041001606,Texas,Brazos County,1,0,1,0,0,77840
48041001701,Texas,Brazos County,1,1,1,1,0,77840
48041001702,Texas,Brazos County,1,0,1,0,1,77840
48041001702,Texas,Brazos County,1,0,1,0,1,77845
48041001801,Texas,Brazos County,1,0,1,0,0,77840
48041001801,Texas,Brazos County,1,0,1,0,0,77842
48041001801,Texas,Brazos County,1,0,1,0,0,77845
48041001803,Texas,Brazos County,1,0,0,0,0,77840
48041001803,Texas,Brazos County,1,0,0,0,0,77845
48041001804,Texas,Brazos County,1,0,1,0,0,77845
48041001900,Texas,Brazos County,1,0,0,0,0,77802
48041001900,Texas,Brazos County,1,0,0,0,0,77805
48041002001,Texas,Brazos County,1,0,0,0,0,77845
48041002002,Texas,Brazos County,0,0,0,0,0,77802
48041002002,Texas,Brazos County,0,0,0,0,0,77808
48041002002,Texas,Brazos County,0,0,0,0,0,77845
48041002006,Texas,Brazos County,1,0,0,0,0,77845
48041002007,Texas,Brazos County,1,0,0,0,0,77845
48041002008,Texas,Brazos County,1,0,0,0,0,77845
48041002009,Texas,Brazos County,1,0,0,0,0,77845
48041002010,Texas,Brazos County,0,0,0,0,0,77845
48041002010,Texas,Brazos County,0,0,0,0,0,77868
48041002011,Texas,Brazos County,0,0,0,0,0,77845
48041002011,Texas,Brazos County,0,0,0,0,0,77866
48041002011,Texas,Brazos County,0,0,0,0,0,77868
48041002012,Texas,Brazos County,1,1,1,1,0,77840
48041002012,Texas,Brazos County,1,1,1,1,0,77843
48041002012,Texas,Brazos County,1,1,1,1,0,77845
48041002013,Texas,Brazos County,1,1,1,1,0,77840
48041002013,Texas,Brazos County,1,1,1,1,0,77845
48041002013,Texas,Brazos County,1,1,1,1,0,77881
48041002014,Texas,Brazos County,1,1,1,1,0,77840
48041002014,Texas,Brazos County,1,1,1,1,0,77845
48041002015,Texas,Brazos County,1,0,0,0,0,77840
48041002015,Texas,Brazos County,1,0,0,0,0,77841
48041002015,Texas,Brazos County,1,0,0,0,0,77844
48043950300,Texas,Brewster County,1,0,0,0,0,79830
48043950300,Texas,Brewster County,1,0,0,0,0,79832
48043950400,Texas,Brewster County,1,0,1,0,0,79830
48043950500,Texas,Brewster County,0,1,1,1,1,79830
48043950500,Texas,Brewster County,0,1,1,1,1,79834
48043950500,Texas,Brewster County,0,1,1,1,1,79842
48043950500,Texas,Brewster County,0,1,1,1,1,79852
48045950200,Texas,Briscoe County,0,1,1,1,1,79088
48045950200,Texas,Briscoe County,0,1,1,1,1,79226
48045950200,Texas,Briscoe County,0,1,1,1,1,79255
48045950200,Texas,Briscoe County,0,1,1,1,1,79257
48045950200,Texas,Briscoe County,0,1,1,1,1,79261
48047950100,Texas,Brooks County,0,0,0,0,0,78353
48047950100,Texas,Brooks County,0,0,0,0,0,78355
48047950200,Texas,Brooks County,1,1,1,1,1,78355
48049950100,Texas,Brown County,0,1,1,0,0,76432
48049950100,Texas,Brown County,0,1,1,0,0,76443
48049950100,Texas,Brown County,0,1,1,0,0,76471
48049950100,Texas,Brown County,0,1,1,0,0,76474
48049950100,Texas,Brown County,0,1,1,0,0,76801
48049950100,Texas,Brown County,0,1,1,0,0,76857
48049950200,Texas,Brown County,0,0,0,0,0,76801
48049950200,Texas,Brown County,0,0,0,0,0,76823
48049950200,Texas,Brown County,0,0,0,0,0,76857
48049950300,Texas,Brown County,0,0,0,0,0,76432
48049950300,Texas,Brown County,0,0,0,0,0,76442
48049950300,Texas,Brown County,0,0,0,0,0,76802
48049950300,Texas,Brown County,0,0,0,0,0,76857
48049950300,Texas,Brown County,0,0,0,0,0,76890
48049950500,Texas,Brown County,0,0,0,0,0,76801
48049950500,Texas,Brown County,0,0,0,0,0,76823
48049950600,Texas,Brown County,1,1,1,1,1,76801
48049950700,Texas,Brown County,1,0,1,0,0,76801
48049950700,Texas,Brown County,1,0,1,0,0,76802
48049950700,Texas,Brown County,1,0,1,0,0,76804
48049950800,Texas,Brown County,1,1,1,1,0,76801
48049950900,Texas,Brown County,1,1,1,1,1,76801
48049951000,Texas,Brown County,1,1,1,1,0,76801
48049951100,Texas,Brown County,0,0,0,0,0,76801
48049951200,Texas,Brown County,1,0,0,0,0,76801
48049951200,Texas,Brown County,1,0,0,0,0,76802
48049951200,Texas,Brown County,1,0,0,0,0,76803
48049951300,Texas,Brown County,0,0,0,0,0,76801
48049951300,Texas,Brown County,0,0,0,0,0,76802
48049951300,Texas,Brown County,0,0,0,0,0,76823
48049951300,Texas,Brown County,0,0,0,0,0,76827
48049951300,Texas,Brown County,0,0,0,0,0,76878
48051970100,Texas,Burleson County,0,0,0,0,0,77836
48051970200,Texas,Burleson County,0,0,0,0,0,76556
48051970200,Texas,Burleson County,0,0,0,0,0,76567
48051970200,Texas,Burleson County,0,0,0,0,0,77836
48051970200,Texas,Burleson County,0,0,0,0,0,77838
48051970200,Texas,Burleson County,0,0,0,0,0,77852
48051970200,Texas,Burleson County,0,0,0,0,0,77879
48051970300,Texas,Burleson County,1,1,1,1,0,77836
48051970400,Texas,Burleson County,0,0,0,0,0,77836
48051970400,Texas,Burleson County,0,0,0,0,0,77878
48051970400,Texas,Burleson County,0,0,0,0,0,77879
48051970500,Texas,Burleson County,0,0,0,0,0,77836
48051970500,Texas,Burleson County,0,0,0,0,0,77863
48051970500,Texas,Burleson County,0,0,0,0,0,77879
48053960100,Texas,Burnet County,0,0,0,0,0,76527
48053960100,Texas,Burnet County,0,0,0,0,0,76539
48053960100,Texas,Burnet County,0,0,0,0,0,76549
48053960100,Texas,Burnet County,0,0,0,0,0,76550
48053960100,Texas,Burnet County,0,0,0,0,0,78605
48053960100,Texas,Burnet County,0,0,0,0,0,78608
48053960100,Texas,Burnet County,0,0,0,0,0,78611
48053960100,Texas,Burnet County,0,0,0,0,0,78642
48053960100,Texas,Burnet County,0,0,0,0,0,78654
48053960200,Texas,Burnet County,0,0,0,0,0,76550
48053960200,Texas,Burnet County,0,0,0,0,0,78605
48053960200,Texas,Burnet County,0,0,0,0,0,78611
48053960300,Texas,Burnet County,1,0,0,0,0,78611
48053960400,Texas,Burnet County,0,0,0,0,0,78605
48053960400,Texas,Burnet County,0,0,0,0,0,78611
48053960400,Texas,Burnet County,0,0,0,0,0,78639
48053960400,Texas,Burnet County,0,0,0,0,0,78654
48053960500,Texas,Burnet County,0,0,0,0,0,78611
48053960500,Texas,Burnet County,0,0,0,0,0,78639
48053960500,Texas,Burnet County,0,0,0,0,0,78654
48053960500,Texas,Burnet County,0,0,0,0,0,78657
48053960600,Texas,Burnet County,0,0,0,0,0,78611
48053960600,Texas,Burnet County,0,0,0,0,0,78639
48053960600,Texas,Burnet County,0,0,0,0,0,78654
48053960700,Texas,Burnet County,1,0,0,0,0,78654
48053960700,Texas,Burnet County,1,0,0,0,0,78657
48053960800,Texas,Burnet County,0,0,0,0,0,78611
48053960800,Texas,Burnet County,0,0,0,0,0,78654
48053960800,Texas,Burnet County,0,0,0,0,0,78657
48053960800,Texas,Burnet County,0,0,0,0,0,78663
48053960800,Texas,Burnet County,0,0,0,0,0,78669
48055960101,Texas,Caldwell County,0,0,0,0,0,78610
48055960101,Texas,Caldwell County,0,0,0,0,0,78616
48055960101,Texas,Caldwell County,0,0,0,0,0,78640
48055960101,Texas,Caldwell County,0,0,0,0,0,78644
48055960101,Texas,Caldwell County,0,0,0,0,0,78656
48055960102,Texas,Caldwell County,0,0,0,0,0,78616
48055960102,Texas,Caldwell County,0,0,0,0,0,78644
48055960102,Texas,Caldwell County,0,0,0,0,0,78656
48055960102,Texas,Caldwell County,0,0,0,0,0,78662
48055960102,Texas,Caldwell County,0,0,0,0,0,78953
48055960200,Texas,Caldwell County,1,1,1,1,1,78644
48055960300,Texas,Caldwell County,1,1,1,1,0,78644
48055960400,Texas,Caldwell County,1,1,1,1,0,78644
48055960500,Texas,Caldwell County,0,0,0,0,0,78622
48055960500,Texas,Caldwell County,0,0,0,0,0,78644
48055960500,Texas,Caldwell County,0,0,0,0,0,78648
48055960500,Texas,Caldwell County,0,0,0,0,0,78655
48055960500,Texas,Caldwell County,0,0,0,0,0,78656
48055960500,Texas,Caldwell County,0,0,0,0,0,78661
48055960500,Texas,Caldwell County,0,0,0,0,0,78666
48055960600,Texas,Caldwell County,0,0,0,0,0,78616
48055960600,Texas,Caldwell County,0,0,0,0,0,78632
48055960600,Texas,Caldwell County,0,0,0,0,0,78644
48055960600,Texas,Caldwell County,0,0,0,0,0,78648
48055960600,Texas,Caldwell County,0,0,0,0,0,78953
48055960600,Texas,Caldwell County,0,0,0,0,0,78959
48055960700,Texas,Caldwell County,1,1,1,1,0,78648
48057000100,Texas,Calhoun County,1,0,0,0,0,77979
48057000200,Texas,Calhoun County,1,1,1,1,0,77979
48057000300,Texas,Calhoun County,0,0,0,0,0,77465
48057000300,Texas,Calhoun County,0,0,0,0,0,77978
48057000300,Texas,Calhoun County,0,0,0,0,0,77979
48057000400,Texas,Calhoun County,1,0,0,0,0,77979
48057000500,Texas,Calhoun County,0,1,1,0,0,77979
48057000500,Texas,Calhoun County,0,1,1,0,0,77982
48057000500,Texas,Calhoun County,0,1,1,0,0,77983
48057000500,Texas,Calhoun County,0,1,1,0,0,77990
48059030101,Texas,Callahan County,1,0,0,0,0,79504
48059030101,Texas,Callahan County,1,0,0,0,0,79510
48059030102,Texas,Callahan County,0,0,0,0,0,79504
48059030102,Texas,Callahan County,0,0,0,0,0,79510
48059030102,Texas,Callahan County,0,0,0,0,0,79541
48059030102,Texas,Callahan County,0,0,0,0,0,79601
48059030102,Texas,Callahan County,0,0,0,0,0,79602
48059030200,Texas,Callahan County,0,0,0,0,0,76437
48059030200,Texas,Callahan County,0,0,0,0,0,76443
48059030200,Texas,Callahan County,0,0,0,0,0,76464
48059030200,Texas,Callahan County,0,0,0,0,0,76469
48059030200,Texas,Callahan County,0,0,0,0,0,79504
48061010100,Texas,Cameron County,0,0,0,0,0,78550
48061010100,Texas,Cameron County,0,0,0,0,0,78566
48061010100,Texas,Cameron County,0,0,0,0,0,78568
48061010100,Texas,Cameron County,0,0,0,0,0,78583
48061010100,Texas,Cameron County,0,0,0,0,0,78586
48061010201,Texas,Cameron County,0,0,0,0,0,78535
48061010201,Texas,Cameron County,0,0,0,0,0,78550
48061010201,Texas,Cameron County,0,0,0,0,0,78552
48061010203,Texas,Cameron County,1,1,1,1,1,78535
48061010203,Texas,Cameron County,1,1,1,1,1,78550
48061010203,Texas,Cameron County,1,1,1,1,1,78552
48061010203,Texas,Cameron County,1,1,1,1,1,78583
48061010301,Texas,Cameron County,0,0,0,0,1,78552
48061010301,Texas,Cameron County,0,0,0,0,1,78569
48061010301,Texas,Cameron County,0,0,0,0,1,78593
48061010302,Texas,Cameron County,0,0,0,0,1,78552
48061010302,Texas,Cameron County,0,0,0,0,1,78559
48061010302,Texas,Cameron County,0,0,0,0,1,78570
48061010302,Texas,Cameron County,0,0,0,0,1,78593
48061010401,Texas,Cameron County,0,0,0,0,0,78552
