,zip_code,ABUSE OF 911,AGG ASLT ENHANC STRANGL/SUFFOC,AGG ASLT STRANGLE/SUFFOCATE,AGG ASLT W/MOTOR VEH FAM/DAT V,AGG ASSAULT,AGG ASSAULT FAM/DATE VIOLENCE,AGG ASSAULT ON PEACE OFFICER,AGG ASSAULT ON PUBLIC SERVANT,AGG ASSAULT WITH MOTOR VEH,AGG ROBBERY BY ASSAULT,AGG ROBBERY/DEADLY WEAPON,AIRPORT - CRIMINAL TRESPASS,APPLIC TO REVOKE PROBATION,ARSON,ASSAULT BY CONTACT,ASSAULT BY CONTACT FAM/DATING,ASSAULT BY THREAT,ASSAULT BY THREAT FAM/DATING,ASSAULT OF A PREGNANT WOMAN,ASSAULT OF PREGNANT WM-FAM/DAT,ASSAULT ON PEACE OFFICER,ASSAULT ON PUBLIC SERVANT,ASSAULT W/INJURY-FAM/DATE VIOL,ASSAULT WITH INJURY,AUTO THEFT,BOMB THREAT,BREACH OF COMPUTER SECURITY,BURGLARY NON RESIDENCE,BURGLARY OF COIN-OP MACHINE,BURGLARY OF RESIDENCE,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,BURGLARY OF VEH-NO SUSPECT/FU,BURGLARY OF VEHICLE,CHILD CUSTODY INTERFERE,CHILD ENDANGERMENT- ABANDONMEN,CIVIL DISTURBANCE/DEMO,COMMERCIAL BRIBERY,COUNTERFEITING,CRASH/FAIL STOP AND RENDER AID,CRED CARD ABUSE - OTHER,CRED CARD ABUSE BY FORGERY,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF BY ARSON,CRIMINAL MISCHIEF-NO SUSPECT,CRIMINAL TRESPASS,CRIMINAL TRESPASS/HOTEL,CRIMINAL TRESPASS/IN VEHICLE,CRIMINAL TRESPASS/TRANSIENT,CRUELTY TO ANIMALS,CUSTODY ARREST TRAFFIC WARR,DAMAGE CITY PROP,DAMAGE CITY VEHICLE,DATING DISTURBANCE,DEADLY CONDUCT,DEBIT CARD ABUSE,DEL CONTROLLED SUB/NARCOTIC,DEL CONTROLLED SUB/SYN NARC,DEL MARIJUANA,DEL SYNTHETIC MARIJUANA,DISTURBANCE - OTHER,DOC ABUSE OR THREAT,DOC ABUSIVE LANGUAGE,DOC DISCHARGE GUN - PUB PLACE,DOC DISPLAY GUN/DEADLY PUB PLC,DOC EXPOSURE,DOC FIGHTING,DOC OFFENSIVE GESTURE,DOC UNREASONABLE NOISE,DOC WINDOW PEEPING - HOTEL,DOC WINDOW PEEPING-RESIDENCE,DRIVING WHILE INTOX / FELONY,DUI - AGE 16 AND UNDER,DUI - AGE 17 TO 20,DUMPING REFUSE NEAR HIGHWAY,DWI,DWI  .15 BAC OR ABOVE,DWI - CHILD PASSENGER,DWI - DRUG RECOGNITION EXPERT,DWI 2ND,ESCAPE FROM CUSTODY,EVADING / FOOT,EVADING / VEHICLE PURSUIT,EVADING VEHICLE,EXPLOITATION OF CHILD/ELDERLY,EXPLOSIVE ORDNANCE DISPOSAL,FAILURE TO IDENTIFY,FALSE ALARM OR REPORT,FALSE REPORT TO PEACE OFFICER,FAMILY DISTURBANCE,FAMILY DISTURBANCE/PARENTAL,FEDERAL VIOL/OTHER,FELONY ENHANCEMENT/ASSLT W/INJ,FORGERY - OTHER,FORGERY AND PASSING,FORGERY BY MAKING,FORGERY OF IDENTIFICATION,FRAUD - OTHER,GAMBLING,GRAFFITI,HARASSMENT,HARASSMENT OF A PUBLIC SERVANT,IDENTITY THEFT,IMPERSONATING PUBLIC SERVANT,INDECENT ASSAULT,INDECENT EXPOSURE,INJURY DISABLED INDIVIDUAL,INJURY TO CHILD,INJURY TO ELDERLY PERSON,INTERFERE W PO SERVICE ANIMALS,INTERFERENCE PUBLIC DUTIES,JUSTIFIED HOMICIDE,KIDNAPPING,LIQUOR LAW VIOLATION/OTHER,LITTERING,MAIL THEFT,MANF CONTROLLED SUB - OTHER,MANF CONTROLLED SUB- SYN NARC,MANF SYNTHETIC MARIJUANA,MISAPPLY FIDUCIARY PROP,MISREP AGE BY MINOR,MISUSE OF OFFICIAL INFO,MURDER,NUISANCE ABATEMENT,OBSCENE DISPLAY - DISTRIBUTION,OBTAIN CONTROLLED SUB BY FRAUD,ONLINE IMPERSONATION,PAROLE VIOL,POCKET PICKING,POSS CONTROLLED SUB/NARCOTIC,POSS CONTROLLED SUB/OTHER,POSS CONTROLLED SUB/SYN NARC,POSS CRIMINAL INSTRUMENT,POSS DANG DRUG,POSS OF ALCOHOL - AGE 17 TO 20,POSS OF ALCOHOL-AGE 16 & UNDER,POSS OF DRUG PARAPHERNALIA,POSS OF FIREARM BY FELON,POSS OF GAMBLING PARAPHERNALIA,POSS OF PROHIBITED WEAPON,POSS SYNTHETIC MARIJUANA,POSS/PROMO CHILD PORNOGRAPHY,POSSESSION OF MARIJUANA,PROSTITUTION,PROTECTIVE ORDER,PUBLIC INTOX-SOBERING CENTER,PUBLIC INTOXICATION,PUBLIC LEWDNESS,PURSE SNATCHING,RECKLESS CONDUCT,RECKLESS DAMAGE,RENTAL CAR/FAIL TO RETURN,RESISTING ARREST OR SEARCH,RETALIATION,RIOT,ROBBERY BY ASSAULT,ROBBERY BY THREAT,RUNAWAY CHILD,SALE OF DXM TO MINOR,SALE OF LIQ WITHOUT PERMIT,SECURING EXEC-DOC BY DECEPTION,SEXTING/TRANSMIT SEXUAL PHOTOS,SOLICITATION - BEGGING,STALKING,SUSPICIOUS PERSON,TAKE WEAPON FRM POLICE OFFICER,TAMPERING WITH CONSUMER PROD,TAMPERING WITH EVIDENCE,TAMPERING WITH GOV RECORD,TERRORISTIC THREAT,TERRORISTIC THREAT-FAM/DAT VIO,TERRORISTIC THREAT-MASS CASLTY,THEFT,THEFT BY EMBEZZLEMENT,THEFT BY EXTORTION,THEFT BY FALSE PRETEXT/BUNCO,THEFT BY PUBLIC SERVANT,THEFT BY SHOPLIFTING,THEFT CATALYTIC CONVERTER,THEFT FROM AUTO,THEFT FROM BUILDING,THEFT FROM PERSON,THEFT OF AUTO PARTS,THEFT OF BICYCLE,THEFT OF HEAVY EQUIPMENT,THEFT OF LICENSE PLATE,THEFT OF METAL,THEFT OF SERVICE,THEFT OF TRAILER,THEFT- APPROPRIATE STOLEN PROP,THEFT-NO SUSPECT/FOLLOWUP,TRAFFICKING OF PERSONS,TRUANCY,UCW LICENSE PREMISE,UNLAWFUL CARRY-LIC HOLDER,UNLAWFUL CARRYING WEAPON,UNLAWFUL RESTRAINT,URINATING IN PUBLIC PLACE,VIOL CITY ORDINANCE - BOOTING,VIOL CITY ORDINANCE - DOG,VIOL CITY ORDINANCE - OTHER,VIOL CITY ORDINANCE - SOUND,VIOL CITY ORDINANCE - WRECKER,VIOL CITY ORDINANCE -FIREWORK,VIOL OF AGGRESSIVE CONFRONT,VIOL OF BOND CONDITIONS,VIOL OF CAMPING ORDINANCE,VIOL OF EMERG PROTECTIVE ORDER,VIOL OF PROTECTIVE ORDER,VIOL STATE LAW - OTHER,VIOL TEMP EX PARTE  ORDER,VOCO - ALCOHOL  CONSUMPTION,VOYEURISM-PEEPING TOM,WARRANT ARREST NON TRAFFIC,WEAPON VIOL - OTHER,AGG KIDNAPPING FAM VIO,BURG OF RES - FAM/DATING ASLT,CRED CARD ABUSE - EXPIR-CANCEL,CRIMES AGAINST ELDERLY,CRIMINAL SOLICITATION OF MINOR,DEADLY CONDUCT FAM/DATE VIOL,DISPOSAL OF SOLID WASTE,DOC DISCHARGE GUN - PUB ROAD,FALSE STATEMENT -OBTAIN CREDIT,FRAUD FILING FINANCE STATEMENT,FRAUD-CARD SKIMMER,INHALANT ABUSE,INJ TO DISABLED  FAM/DATE VIOL,INJ TO ELDERLY   FAM/DATE VIOL,INJURY TO CHILD (CARE/CUSTODY),INTER EMERG PHONECALL FAM/DATE,INTERFERING W/EMERG PHONE CALL,ONLINE SOLICITATION OF A MINOR,POSSESSION OF FORGED WRITING,PROMOTION OF PROSTITUTION,THEFT BY CHECK,UNLAWFUL RESTRAINT FAM/DAT VIO,VIOL STAY AWAY ORDER,CRASH/INTOXICATION ASSAULT,DISTRIB HARMFUL MATERIAL MINOR,FORGERY BY ALTERATION,HAZING,IDENTITY THEFT-TAX RETURNS,OBTAIN DANG DRUG BY FRAUD,REPEAT RUNAWAY,VIOL OF OBSTRUCTION ORDINANCE,VOCO AMPLIFIED MUSIC/VEHICLE,CAMPING IN PARK,CRASH/INTOX MANSLAUGHTER,DOMESTIC VIOLENCE/ALARM,FRAUD DESTRUCTION OF A WRITING,HARASSMENT ONLINE,ISSUANCE OF BAD CHECK,PROWLER,SEXUAL COERCION,DEL OF ALCOHOL TO MINOR,FICTITIOUS NAME,FORGERY- CERTIFICATE OF TITLE,VIOL CITY ORD-COVID 19 MASK,AIRPORT - BOMB THREAT,AIRPORT - BREACH OF SECURITY,AIRPORT - FEDERAL VIOL,AIRPORT PLACES WEAPON PROHIBIT,ILLUMIN AIRCRAFT INTENSE LIGHT,MONEY LAUNDERING,VIOL CITY ORDINANCE - AIRPORT,ABUSE OF CORPSE,DANG DRUG VIOL - OTHER,DEL CONTROLLED SUB/OTHER,HARBORING RUNAWAY CHILD,HINDERING APPREHENSION,PROBATION VIOL,CRASH/MANSLAUGHTER,MANSLAUGHTER,AGG PROMOTION OF PROSTITUTION,CAPITAL MURDER,INJ/CHILD FV (NO CARE/CUSTODY),INJURY TO ELDERLY PERSON - SBI,PURCHASING PROSTITUTION,TRADEMARK COUNTERFEITING,VIOL OF PARK CURFEW,ATT AUTO THEFT,AGG KIDNAPPING,ATT BURGLARY OF RESIDENCE,DOC WINDOW PEEPING - PUB AREA,MAKING TOBACCO AVAIL TO MINOR,BOATING WHILE INTOXICATED,ATT THEFT,CONTROLLED SUB VIOL - OTHER,CRIMINAL SOLICITATION,DISRUPTING MEETING/PROCESSION,FALSE REPORT TO CPS,KIDNAPPING FAM VIO,TELECOMMUNICATION CRIMES/OTHER,VIOL CITY ORDINANCE -  GAME RM,HINDER SECURED CREDITORS,PIGEON DROP,ARSON WITH BODILY INJURY,CONTEMPT OF COURT,KEEPING GAMBLING PLACE,SMUGGLING ILLEGAL ALIEN,VIOL OF COURT ORDER-NON EPO-PO,FALSE CALLER ID DISPLAY/SPOOF,TOBACCO VIOL - UNDER AGE 21,AGG PERJURY,TOBACCO VIOL - UNDER AGE 17,ATT ARSON,FALSE ID AS A PEACE OFFICER,OBSCENITY,VIOL CITY ORDINANCE - TITLE 10,TAMPERING WITH WITNESS,BESTIALITY,THEFT OF TELECOMMUNICATION SRV,VIOL STATE MASSAGE REGULATIONS
10,78724,1,2,27,1,58,29,0,0,0,0,25,0,0,10,51,41,64,8,2,1,5,0,142,87,111,0,2,33,0,60,13,33,138,44,3,1,0,0,30,18,0,177,0,10,50,0,1,5,9,2,3,5,28,26,19,1,0,0,0,98,0,0,12,4,0,8,0,2,0,1,10,0,1,4,48,9,2,0,9,0,7,8,13,1,0,3,2,4,419,46,0,18,2,5,2,2,30,0,5,86,0,50,3,0,1,3,1,4,0,1,0,1,2,1,20,0,0,0,0,0,0,4,3,0,0,6,0,0,49,4,2,0,0,0,0,14,9,0,0,1,0,45,0,12,2,12,0,0,0,5,0,5,1,0,17,2,65,0,0,0,3,0,3,22,0,0,2,4,26,18,0,192,0,1,1,0,11,23,12,5,9,6,7,5,20,3,5,9,0,5,0,0,0,0,20,2,1,0,0,7,0,4,0,0,0,0,9,14,6,0,0,1,3,0,0,5,0,0,0,0,1,9,1,0,0,0,1,4,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,78725,0,1,2,0,7,3,1,0,1,0,2,0,0,0,6,4,9,2,0,0,0,0,12,6,5,0,0,7,1,7,3,1,20,5,2,0,0,0,4,1,0,18,0,2,3,0,0,0,1,1,2,1,2,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,2,0,0,1,0,0,0,4,0,0,0,0,0,34,1,0,1,0,1,0,0,4,0,0,8,0,12,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,1,0,0,4,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,0,0,0,0,3,2,1,22,0,0,0,0,0,5,0,2,0,0,2,0,1,0,2,2,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,8,0,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,78726,0,0,11,0,9,13,0,0,0,0,2,0,0,1,14,12,14,5,0,1,1,0,62,9,49,0,3,13,0,22,20,32,70,13,2,2,0,1,1,13,0,72,0,4,12,0,0,0,2,0,0,0,19,3,8,0,0,0,0,23,0,0,1,1,0,0,0,0,0,0,4,0,0,1,14,3,1,2,3,0,1,0,0,0,0,0,0,0,262,24,0,2,6,15,0,0,29,0,0,50,0,61,0,0,1,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,1,2,0,0,3,1,0,0,0,0,0,3,0,0,0,0,1,2,0,3,0,4,0,0,0,2,0,2,0,0,2,0,15,0,0,0,2,0,2,13,0,0,0,1,8,4,0,78,0,0,0,0,54,15,3,5,1,4,11,0,14,0,2,8,1,2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,8,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,78727,0,1,15,1,22,14,0,0,0,0,11,0,0,1,28,22,25,8,0,2,1,1,118,39,175,0,5,62,1,65,59,110,324,53,0,3,0,5,13,29,1,156,1,6,19,1,0,1,5,1,1,1,40,8,35,2,0,0,0,78,0,1,2,4,1,1,0,0,0,2,5,0,0,0,51,7,1,2,14,0,2,2,6,1,2,1,0,0,408,25,0,2,9,39,3,0,66,0,2,117,2,115,0,3,4,1,1,1,0,0,0,0,0,0,133,0,0,0,0,0,0,0,2,0,0,3,0,0,17,1,0,0,0,0,0,5,2,0,0,0,1,9,1,6,3,14,0,0,0,3,3,0,1,0,8,6,25,0,0,0,2,0,1,46,0,0,0,0,15,14,0,206,0,1,0,0,33,40,18,17,1,6,36,0,46,1,11,15,0,3,0,0,0,0,8,0,0,0,0,0,0,2,0,0,1,0,11,13,3,0,0,1,3,0,0,2,0,0,0,2,0,1,0,1,1,0,0,5,0,0,0,4,0,0,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,78728,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,4,3,7,0,0,4,0,1,0,1,9,3,0,0,0,0,3,6,0,6,0,0,0,0,0,0,1,0,0,0,2,0,5,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,10,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,78729,0,1,40,0,34,10,0,0,1,2,8,0,0,1,25,28,23,2,0,0,2,0,118,45,105,1,2,109,4,41,42,81,184,16,2,0,0,3,10,26,1,176,0,16,24,3,0,6,6,0,3,2,67,5,20,0,0,0,0,94,0,2,3,1,1,2,0,0,0,0,5,0,0,0,39,2,0,2,6,0,3,2,0,0,2,3,1,0,474,40,0,7,8,15,4,0,33,0,3,102,2,64,0,4,4,2,2,2,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,1,0,3,0,0,19,2,1,0,2,0,0,7,2,0,0,0,0,9,2,2,1,21,0,0,0,3,1,1,0,0,6,5,19,0,0,0,1,0,4,38,0,0,0,1,23,8,1,238,1,0,0,0,106,46,11,13,3,4,35,0,32,3,7,7,0,3,0,0,0,0,6,0,0,0,2,2,0,2,0,0,2,1,9,9,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,78730,0,0,3,0,1,2,0,0,0,0,0,0,0,0,3,5,8,1,0,0,1,1,13,2,23,0,2,9,0,6,6,51,117,0,0,1,0,0,1,12,0,23,0,3,4,0,0,0,0,1,0,0,4,0,2,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,1,50,11,0,0,0,4,0,0,12,0,3,16,0,37,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,11,0,0,0,0,5,0,1,38,0,0,0,0,1,2,4,2,1,0,2,0,2,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,78731,0,0,10,1,14,5,0,2,1,0,8,0,0,1,18,16,30,2,0,1,1,5,51,38,126,1,7,51,0,47,17,227,788,17,0,2,0,2,11,39,0,157,0,12,33,0,0,5,7,0,3,5,35,2,19,0,0,0,0,44,0,1,9,2,1,1,0,3,0,1,5,0,2,0,88,6,2,2,9,0,3,1,7,1,4,2,2,1,130,9,0,2,6,55,2,1,78,0,16,99,1,171,1,1,13,0,2,0,0,0,0,0,2,0,66,0,0,0,1,0,0,1,0,0,2,2,0,0,11,0,0,0,0,0,0,12,3,0,0,0,2,3,1,5,11,9,0,0,0,5,1,0,0,0,0,2,11,0,0,1,2,0,2,35,0,0,0,0,17,4,0,194,0,3,2,0,43,55,14,7,1,7,42,1,26,0,8,7,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,78732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,78733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,78734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,78735,0,0,8,0,11,5,2,0,2,0,8,0,0,2,17,7,18,4,0,1,0,0,59,20,61,0,1,101,1,18,32,85,156,20,1,0,0,0,10,21,0,67,0,10,33,3,0,3,4,0,0,0,25,5,18,1,0,0,0,47,0,0,2,0,0,0,0,0,0,2,3,0,0,1,46,13,1,2,9,0,0,1,2,1,0,1,7,0,166,15,0,1,3,16,1,0,34,0,3,39,0,77,0,2,0,0,1,2,0,0,0,0,1,0,55,0,0,0,0,0,0,1,1,0,0,6,0,0,13,0,0,0,0,0,0,1,0,0,0,0,1,6,0,1,1,8,0,0,0,5,1,1,0,0,0,0,9,0,0,0,1,0,0,20,0,0,0,0,3,4,0,97,0,0,0,0,22,21,9,4,3,5,14,0,16,2,6,7,0,4,0,0,0,0,2,0,1,0,0,2,0,3,0,0,0,0,2,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,78736,0,0,7,0,4,2,0,0,1,0,2,0,0,1,5,4,16,3,0,0,0,0,32,9,20,0,0,14,0,12,4,26,39,12,0,2,0,0,0,6,1,21,0,2,7,0,0,2,1,0,0,1,14,1,9,0,0,0,0,17,0,0,1,0,1,0,0,1,0,0,1,0,0,0,8,5,0,0,1,0,0,0,0,0,0,0,0,0,67,5,0,1,0,8,0,0,10,0,2,14,0,24,0,1,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,3,0,1,28,0,0,0,0,2,4,2,2,1,2,6,1,6,4,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
