dt,dt_iso,temp,wind_speed,weather_main,pressure,humidity,time_occ,occ_date
1577836800,2020-01-01 00:00:00 +0000 UTC,54.63,1.01,Clear,1021,35,00:00:00,01/01/2020
1577840400,2020-01-01 01:00:00 +0000 UTC,53.1,0.0,Clouds,1021,40,01:00:00,01/01/2020
1577844000,2020-01-01 02:00:00 +0000 UTC,53.22,0.0,Clouds,1021,39,02:00:00,01/01/2020
1577847600,2020-01-01 03:00:00 +0000 UTC,53.08,1.01,Clouds,1021,40,03:00:00,01/01/2020
1577851200,2020-01-01 04:00:00 +0000 UTC,52.86,4.7,Clouds,1021,41,04:00:00,01/01/2020
1577854800,2020-01-01 05:00:00 +0000 UTC,52.75,1.01,Clouds,1021,43,05:00:00,01/01/2020
1577858400,2020-01-01 06:00:00 +0000 UTC,52.07,1.01,Clouds,1020,43,06:00:00,01/01/2020
1577862000,2020-01-01 07:00:00 +0000 UTC,51.93,1.99,Clouds,1020,44,07:00:00,01/01/2020
1577865600,2020-01-01 08:00:00 +0000 UTC,51.76,1.01,Clouds,1020,44,08:00:00,01/01/2020
1577869200,2020-01-01 09:00:00 +0000 UTC,51.44,1.01,Clouds,1019,47,09:00:00,01/01/2020
1577872800,2020-01-01 10:00:00 +0000 UTC,51.17,0.0,Clouds,1018,49,10:00:00,01/01/2020
1577876400,2020-01-01 11:00:00 +0000 UTC,50.97,0.0,Rain,1018,52,11:00:00,01/01/2020
1577880000,2020-01-01 12:00:00 +0000 UTC,50.92,0.0,Clouds,1018,53,12:00:00,01/01/2020
1577883600,2020-01-01 13:00:00 +0000 UTC,51.06,0.0,Rain,1018,54,13:00:00,01/01/2020
1577887200,2020-01-01 14:00:00 +0000 UTC,51.3,1.99,Clouds,1017,50,14:00:00,01/01/2020
1577890800,2020-01-01 15:00:00 +0000 UTC,52.07,0.0,Clouds,1017,47,15:00:00,01/01/2020
1577894400,2020-01-01 16:00:00 +0000 UTC,52.72,1.01,Clouds,1018,48,16:00:00,01/01/2020
1577898000,2020-01-01 17:00:00 +0000 UTC,54.39,4.0,Clouds,1017,44,17:00:00,01/01/2020
1577901600,2020-01-01 18:00:00 +0000 UTC,57.0,5.99,Clouds,1015,46,18:00:00,01/01/2020
1577905200,2020-01-01 19:00:00 +0000 UTC,55.83,4.0,Clouds,1014,54,19:00:00,01/01/2020
1577908800,2020-01-01 20:00:00 +0000 UTC,56.21,3.0,Clouds,1013,57,20:00:00,01/01/2020
1577912400,2020-01-01 21:00:00 +0000 UTC,55.62,3.0,Clouds,1011,61,21:00:00,01/01/2020
1577916000,2020-01-01 22:00:00 +0000 UTC,55.53,3.0,Clouds,1011,63,22:00:00,01/01/2020
1577919600,2020-01-01 23:00:00 +0000 UTC,55.04,1.99,Clouds,1011,65,23:00:00,01/01/2020
1577923200,2020-01-02 00:00:00 +0000 UTC,54.66,3.0,Clouds,1009,68,00:00:00,02/01/2020
1577926800,2020-01-02 01:00:00 +0000 UTC,54.63,4.0,Clouds,1010,70,01:00:00,02/01/2020
1577930400,2020-01-02 02:00:00 +0000 UTC,54.82,1.01,Clouds,1010,74,02:00:00,02/01/2020
1577934000,2020-01-02 03:00:00 +0000 UTC,54.61,1.99,Clouds,1010,81,03:00:00,02/01/2020
1577937600,2020-01-02 04:00:00 +0000 UTC,53.26,3.0,Mist,1010,87,04:00:00,02/01/2020
1577941200,2020-01-02 05:00:00 +0000 UTC,52.97,1.99,Clouds,1009,88,05:00:00,02/01/2020
1577944800,2020-01-02 06:00:00 +0000 UTC,52.97,1.99,Mist,1008,89,06:00:00,02/01/2020
1577948400,2020-01-02 07:00:00 +0000 UTC,52.9,1.01,Mist,1007,89,07:00:00,02/01/2020
1577952000,2020-01-02 08:00:00 +0000 UTC,52.79,1.01,Clouds,1007,88,08:00:00,02/01/2020
1577955600,2020-01-02 09:00:00 +0000 UTC,52.45,1.01,Clouds,1006,87,09:00:00,02/01/2020
1577959200,2020-01-02 10:00:00 +0000 UTC,52.12,1.01,Clouds,1006,88,10:00:00,02/01/2020
1577962800,2020-01-02 11:00:00 +0000 UTC,51.66,1.99,Clouds,1004,88,11:00:00,02/01/2020
1577966400,2020-01-02 12:00:00 +0000 UTC,51.84,3.0,Rain,1004,90,12:00:00,02/01/2020
1577966400,2020-01-02 12:00:00 +0000 UTC,51.84,3.0,Mist,1004,90,12:00:00,02/01/2020
1577970000,2020-01-02 13:00:00 +0000 UTC,50.88,1.01,Rain,1003,92,13:00:00,02/01/2020
1577973600,2020-01-02 14:00:00 +0000 UTC,52.02,1.01,Mist,1005,93,14:00:00,02/01/2020
1577977200,2020-01-02 15:00:00 +0000 UTC,52.34,0.0,Mist,1005,93,15:00:00,02/01/2020
1577980800,2020-01-02 16:00:00 +0000 UTC,53.73,1.01,Mist,1006,92,16:00:00,02/01/2020
1577984400,2020-01-02 17:00:00 +0000 UTC,55.15,1.01,Haze,1006,90,17:00:00,02/01/2020
1577988000,2020-01-02 18:00:00 +0000 UTC,57.0,5.82,Rain,1004,87,18:00:00,02/01/2020
1577991600,2020-01-02 19:00:00 +0000 UTC,57.42,1.01,Rain,1003,87,19:00:00,02/01/2020
1577995200,2020-01-02 20:00:00 +0000 UTC,59.49,5.82,Clouds,1002,77,20:00:00,02/01/2020
1577998800,2020-01-02 21:00:00 +0000 UTC,59.52,4.0,Clear,1002,82,21:00:00,02/01/2020
1578002400,2020-01-02 22:00:00 +0000 UTC,59.2,4.0,Clear,1002,83,22:00:00,02/01/2020
1578006000,2020-01-02 23:00:00 +0000 UTC,59.54,4.0,Clear,1002,83,23:00:00,02/01/2020
1578009600,2020-01-03 00:00:00 +0000 UTC,58.39,3.0,Clear,1002,86,00:00:00,03/01/2020
1578013200,2020-01-03 01:00:00 +0000 UTC,56.25,1.01,Clear,1003,90,01:00:00,03/01/2020
1578016800,2020-01-03 02:00:00 +0000 UTC,54.27,1.99,Clear,1004,91,02:00:00,03/01/2020
1578020400,2020-01-03 03:00:00 +0000 UTC,53.01,0.0,Clear,1004,89,03:00:00,03/01/2020
1578024000,2020-01-03 04:00:00 +0000 UTC,51.91,0.0,Clear,1005,91,04:00:00,03/01/2020
1578027600,2020-01-03 05:00:00 +0000 UTC,49.21,0.0,Clear,1006,90,05:00:00,03/01/2020
1578031200,2020-01-03 06:00:00 +0000 UTC,49.69,3.36,Clear,1007,92,06:00:00,03/01/2020
1578034800,2020-01-03 07:00:00 +0000 UTC,49.48,0.0,Clear,1008,87,07:00:00,03/01/2020
1578038400,2020-01-03 08:00:00 +0000 UTC,49.15,1.01,Rain,1007,90,08:00:00,03/01/2020
1578042000,2020-01-03 09:00:00 +0000 UTC,49.59,1.01,Clear,1008,88,09:00:00,03/01/2020
1578045600,2020-01-03 10:00:00 +0000 UTC,50.23,1.01,Rain,1008,86,10:00:00,03/01/2020
1578049200,2020-01-03 11:00:00 +0000 UTC,49.98,4.7,Clouds,1009,87,11:00:00,03/01/2020
1578052800,2020-01-03 12:00:00 +0000 UTC,49.71,1.99,Clear,1010,85,12:00:00,03/01/2020
1578056400,2020-01-03 13:00:00 +0000 UTC,49.69,5.82,Clear,1011,84,13:00:00,03/01/2020
1578060000,2020-01-03 14:00:00 +0000 UTC,49.8,1.99,Clear,1012,81,14:00:00,03/01/2020
1578063600,2020-01-03 15:00:00 +0000 UTC,52.09,1.01,Clear,1013,75,15:00:00,03/01/2020
1578067200,2020-01-03 16:00:00 +0000 UTC,54.97,7.0,Clear,1014,69,16:00:00,03/01/2020
1578070800,2020-01-03 17:00:00 +0000 UTC,58.66,1.01,Clear,1015,63,17:00:00,03/01/2020
1578074400,2020-01-03 18:00:00 +0000 UTC,61.63,7.0,Clear,1015,57,18:00:00,03/01/2020
1578078000,2020-01-03 19:00:00 +0000 UTC,62.28,4.0,Clouds,1015,55,19:00:00,03/01/2020
1578081600,2020-01-03 20:00:00 +0000 UTC,63.01,1.99,Clouds,1015,53,20:00:00,03/01/2020
1578085200,2020-01-03 21:00:00 +0000 UTC,63.19,3.0,Clouds,1015,51,21:00:00,03/01/2020
1578088800,2020-01-03 22:00:00 +0000 UTC,62.56,1.01,Clouds,1016,49,22:00:00,03/01/2020
1578092400,2020-01-03 23:00:00 +0000 UTC,61.59,5.99,Clear,1017,48,23:00:00,03/01/2020
1578096000,2020-01-04 00:00:00 +0000 UTC,59.94,4.0,Clear,1018,51,00:00:00,04/01/2020
1578099600,2020-01-04 01:00:00 +0000 UTC,57.58,4.0,Clear,1020,54,01:00:00,04/01/2020
1578103200,2020-01-04 02:00:00 +0000 UTC,55.38,3.0,Clear,1021,51,02:00:00,04/01/2020
1578106800,2020-01-04 03:00:00 +0000 UTC,53.65,1.01,Clear,1022,48,03:00:00,04/01/2020
1578110400,2020-01-04 04:00:00 +0000 UTC,51.6,1.01,Clear,1023,52,04:00:00,04/01/2020
1578114000,2020-01-04 05:00:00 +0000 UTC,50.2,1.01,Clear,1024,54,05:00:00,04/01/2020
1578117600,2020-01-04 06:00:00 +0000 UTC,48.52,1.01,Clear,1024,56,06:00:00,04/01/2020
1578121200,2020-01-04 07:00:00 +0000 UTC,47.62,1.01,Clear,1025,56,07:00:00,04/01/2020
1578124800,2020-01-04 08:00:00 +0000 UTC,47.16,1.01,Clear,1025,57,08:00:00,04/01/2020
1578128400,2020-01-04 09:00:00 +0000 UTC,45.55,3.0,Clear,1025,61,09:00:00,04/01/2020
1578132000,2020-01-04 10:00:00 +0000 UTC,44.53,4.7,Clear,1025,62,10:00:00,04/01/2020
1578135600,2020-01-04 11:00:00 +0000 UTC,43.63,1.99,Clear,1026,65,11:00:00,04/01/2020
1578139200,2020-01-04 12:00:00 +0000 UTC,42.24,5.82,Clear,1026,66,12:00:00,04/01/2020
1578142800,2020-01-04 13:00:00 +0000 UTC,42.39,1.01,Clear,1027,67,13:00:00,04/01/2020
1578146400,2020-01-04 14:00:00 +0000 UTC,43.52,1.99,Clear,1028,64,14:00:00,04/01/2020
1578150000,2020-01-04 15:00:00 +0000 UTC,47.59,1.99,Clear,1029,56,15:00:00,04/01/2020
1578153600,2020-01-04 16:00:00 +0000 UTC,54.07,3.0,Clear,1029,47,16:00:00,04/01/2020
1578157200,2020-01-04 17:00:00 +0000 UTC,59.99,3.0,Clear,1029,42,17:00:00,04/01/2020
1578160800,2020-01-04 18:00:00 +0000 UTC,64.67,4.0,Clear,1028,36,18:00:00,04/01/2020
1578164400,2020-01-04 19:00:00 +0000 UTC,67.86,3.0,Clear,1027,32,19:00:00,04/01/2020
1578168000,2020-01-04 20:00:00 +0000 UTC,69.93,3.0,Clear,1026,28,20:00:00,04/01/2020
1578171600,2020-01-04 21:00:00 +0000 UTC,71.2,1.99,Clear,1026,26,21:00:00,04/01/2020
1578175200,2020-01-04 22:00:00 +0000 UTC,70.81,3.0,Clear,1026,28,22:00:00,04/01/2020
1578178800,2020-01-04 23:00:00 +0000 UTC,69.48,0.0,Clear,1026,29,23:00:00,04/01/2020
1578182400,2020-01-05 00:00:00 +0000 UTC,63.21,0.0,Clear,1026,37,00:00:00,05/01/2020
1578186000,2020-01-05 01:00:00 +0000 UTC,58.12,3.36,Clear,1026,46,01:00:00,05/01/2020
1578189600,2020-01-05 02:00:00 +0000 UTC,55.99,1.99,Clear,1027,50,02:00:00,05/01/2020
1578193200,2020-01-05 03:00:00 +0000 UTC,52.86,0.0,Clear,1027,55,03:00:00,05/01/2020
1578196800,2020-01-05 04:00:00 +0000 UTC,50.36,0.0,Clear,1027,59,04:00:00,05/01/2020
1578200400,2020-01-05 05:00:00 +0000 UTC,49.44,0.0,Clear,1027,61,05:00:00,05/01/2020
1578204000,2020-01-05 06:00:00 +0000 UTC,48.74,1.01,Clear,1027,62,06:00:00,05/01/2020
1578207600,2020-01-05 07:00:00 +0000 UTC,49.03,1.99,Clear,1027,60,07:00:00,05/01/2020
1578211200,2020-01-05 08:00:00 +0000 UTC,48.94,3.0,Clear,1027,60,08:00:00,05/01/2020
1578214800,2020-01-05 09:00:00 +0000 UTC,49.86,3.0,Clear,1026,57,09:00:00,05/01/2020
1578218400,2020-01-05 10:00:00 +0000 UTC,48.36,4.0,Clear,1027,60,10:00:00,05/01/2020
1578222000,2020-01-05 11:00:00 +0000 UTC,50.36,1.99,Clear,1027,52,11:00:00,05/01/2020
1578225600,2020-01-05 12:00:00 +0000 UTC,49.08,1.99,Clear,1027,53,12:00:00,05/01/2020
1578229200,2020-01-05 13:00:00 +0000 UTC,46.96,0.0,Clear,1027,56,13:00:00,05/01/2020
1578232800,2020-01-05 14:00:00 +0000 UTC,47.82,3.36,Clear,1027,55,14:00:00,05/01/2020
1578236400,2020-01-05 15:00:00 +0000 UTC,52.81,1.01,Clear,1028,49,15:00:00,05/01/2020
1578240000,2020-01-05 16:00:00 +0000 UTC,60.98,4.0,Clear,1028,41,16:00:00,05/01/2020
1578243600,2020-01-05 17:00:00 +0000 UTC,66.99,5.01,Clear,1027,35,17:00:00,05/01/2020
1578247200,2020-01-05 18:00:00 +0000 UTC,70.56,1.01,Clear,1025,32,18:00:00,05/01/2020
1578250800,2020-01-05 19:00:00 +0000 UTC,73.15,1.99,Clear,1024,30,19:00:00,05/01/2020
1578254400,2020-01-05 20:00:00 +0000 UTC,73.69,5.01,Clear,1023,29,20:00:00,05/01/2020
1578258000,2020-01-05 21:00:00 +0000 UTC,74.23,5.01,Clear,1023,29,21:00:00,05/01/2020
1578261600,2020-01-05 22:00:00 +0000 UTC,73.81,1.01,Clear,1022,29,22:00:00,05/01/2020
1578265200,2020-01-05 23:00:00 +0000 UTC,72.27,4.7,Clear,1022,29,23:00:00,05/01/2020
1578268800,2020-01-06 00:00:00 +0000 UTC,67.55,1.01,Clear,1022,36,00:00:00,06/01/2020
1578272400,2020-01-06 01:00:00 +0000 UTC,63.0,0.0,Clear,1023,42,01:00:00,06/01/2020
1578276000,2020-01-06 02:00:00 +0000 UTC,59.0,0.0,Clear,1022,48,02:00:00,06/01/2020
1578279600,2020-01-06 03:00:00 +0000 UTC,56.95,1.01,Clear,1022,52,03:00:00,06/01/2020
1578283200,2020-01-06 04:00:00 +0000 UTC,56.77,1.99,Clear,1022,52,04:00:00,06/01/2020
1578286800,2020-01-06 05:00:00 +0000 UTC,55.17,1.01,Clear,1022,54,05:00:00,06/01/2020
1578290400,2020-01-06 06:00:00 +0000 UTC,53.28,4.7,Clear,1022,59,06:00:00,06/01/2020
1578294000,2020-01-06 07:00:00 +0000 UTC,50.99,0.0,Clear,1022,67,07:00:00,06/01/2020
1578297600,2020-01-06 08:00:00 +0000 UTC,48.83,0.0,Clear,1022,73,08:00:00,06/01/2020
1578301200,2020-01-06 09:00:00 +0000 UTC,46.27,0.0,Clear,1021,80,09:00:00,06/01/2020
1578304800,2020-01-06 10:00:00 +0000 UTC,44.56,0.0,Clear,1020,84,10:00:00,06/01/2020
1578308400,2020-01-06 11:00:00 +0000 UTC,43.23,0.0,Clear,1020,85,11:00:00,06/01/2020
1578312000,2020-01-06 12:00:00 +0000 UTC,42.4,0.0,Clear,1020,87,12:00:00,06/01/2020
1578315600,2020-01-06 13:00:00 +0000 UTC,41.77,0.0,Clear,1021,88,13:00:00,06/01/2020
1578319200,2020-01-06 14:00:00 +0000 UTC,42.04,3.36,Clear,1021,90,14:00:00,06/01/2020
1578322800,2020-01-06 15:00:00 +0000 UTC,50.23,0.0,Clear,1021,82,15:00:00,06/01/2020
1578326400,2020-01-06 16:00:00 +0000 UTC,58.28,1.99,Clear,1022,71,16:00:00,06/01/2020
1578330000,2020-01-06 17:00:00 +0000 UTC,64.72,3.0,Clear,1021,62,17:00:00,06/01/2020
1578333600,2020-01-06 18:00:00 +0000 UTC,69.51,3.0,Clear,1020,53,18:00:00,06/01/2020
1578337200,2020-01-06 19:00:00 +0000 UTC,72.05,4.0,Clear,1018,46,19:00:00,06/01/2020
1578340800,2020-01-06 20:00:00 +0000 UTC,73.4,5.01,Clear,1018,43,20:00:00,06/01/2020
1578344400,2020-01-06 21:00:00 +0000 UTC,74.57,4.0,Clear,1018,40,21:00:00,06/01/2020
1578348000,2020-01-06 22:00:00 +0000 UTC,74.64,4.0,Clear,1018,40,22:00:00,06/01/2020
1578351600,2020-01-06 23:00:00 +0000 UTC,73.08,1.01,Clear,1018,42,23:00:00,06/01/2020
1578355200,2020-01-07 00:00:00 +0000 UTC,66.54,0.0,Clear,1019,50,00:00:00,07/01/2020
1578358800,2020-01-07 01:00:00 +0000 UTC,63.01,0.0,Clear,1020,58,01:00:00,07/01/2020
1578362400,2020-01-07 02:00:00 +0000 UTC,60.22,0.0,Clear,1021,64,02:00:00,07/01/2020
1578366000,2020-01-07 03:00:00 +0000 UTC,61.9,5.01,Clear,1023,56,03:00:00,07/01/2020
1578369600,2020-01-07 04:00:00 +0000 UTC,61.05,7.0,Clear,1024,45,04:00:00,07/01/2020
1578373200,2020-01-07 05:00:00 +0000 UTC,58.59,7.0,Clouds,1025,47,05:00:00,07/01/2020
1578376800,2020-01-07 06:00:00 +0000 UTC,56.98,1.99,Clear,1026,48,06:00:00,07/01/2020
1578380400,2020-01-07 07:00:00 +0000 UTC,54.77,5.01,Clear,1027,49,07:00:00,07/01/2020
1578384000,2020-01-07 08:00:00 +0000 UTC,52.68,3.0,Clear,1027,47,08:00:00,07/01/2020
1578387600,2020-01-07 09:00:00 +0000 UTC,50.11,1.99,Clear,1027,49,09:00:00,07/01/2020
1578391200,2020-01-07 10:00:00 +0000 UTC,48.63,1.01,Clear,1027,49,10:00:00,07/01/2020
1578394800,2020-01-07 11:00:00 +0000 UTC,47.14,4.0,Clear,1028,50,11:00:00,07/01/2020
1578398400,2020-01-07 12:00:00 +0000 UTC,45.77,1.99,Clear,1029,51,12:00:00,07/01/2020
1578402000,2020-01-07 13:00:00 +0000 UTC,44.64,1.01,Clear,1029,51,13:00:00,07/01/2020
1578405600,2020-01-07 14:00:00 +0000 UTC,43.75,3.36,Clear,1030,55,14:00:00,07/01/2020
1578409200,2020-01-07 15:00:00 +0000 UTC,48.43,1.01,Clear,1031,46,15:00:00,07/01/2020
1578412800,2020-01-07 16:00:00 +0000 UTC,55.49,1.99,Clear,1032,35,16:00:00,07/01/2020
1578416400,2020-01-07 17:00:00 +0000 UTC,61.61,1.01,Clear,1032,26,17:00:00,07/01/2020
1578420000,2020-01-07 18:00:00 +0000 UTC,64.29,3.0,Clear,1031,20,18:00:00,07/01/2020
1578423600,2020-01-07 19:00:00 +0000 UTC,65.66,3.0,Clear,1030,19,19:00:00,07/01/2020
1578427200,2020-01-07 20:00:00 +0000 UTC,66.79,1.99,Clear,1029,18,20:00:00,07/01/2020
1578430800,2020-01-07 21:00:00 +0000 UTC,67.33,1.99,Clear,1028,17,21:00:00,07/01/2020
1578434400,2020-01-07 22:00:00 +0000 UTC,67.44,1.01,Clear,1028,16,22:00:00,07/01/2020
1578438000,2020-01-07 23:00:00 +0000 UTC,64.99,4.7,Clear,1028,19,23:00:00,07/01/2020
1578441600,2020-01-08 00:00:00 +0000 UTC,58.75,0.0,Clear,1028,26,00:00:00,08/01/2020
1578445200,2020-01-08 01:00:00 +0000 UTC,53.08,0.0,Clear,1028,35,01:00:00,08/01/2020
1578448800,2020-01-08 02:00:00 +0000 UTC,48.29,0.0,Clear,1028,41,02:00:00,08/01/2020
1578452400,2020-01-08 03:00:00 +0000 UTC,46.72,0.0,Clear,1029,46,03:00:00,08/01/2020
1578456000,2020-01-08 04:00:00 +0000 UTC,44.85,0.0,Clear,1029,50,04:00:00,08/01/2020
1578459600,2020-01-08 05:00:00 +0000 UTC,41.59,0.0,Clear,1028,57,05:00:00,08/01/2020
1578463200,2020-01-08 06:00:00 +0000 UTC,40.75,0.0,Clear,1028,58,06:00:00,08/01/2020
1578466800,2020-01-08 07:00:00 +0000 UTC,38.62,1.01,Clear,1028,63,07:00:00,08/01/2020
1578470400,2020-01-08 08:00:00 +0000 UTC,37.4,0.0,Clear,1027,65,08:00:00,08/01/2020
1578474000,2020-01-08 09:00:00 +0000 UTC,37.18,0.0,Clear,1027,67,09:00:00,08/01/2020
1578477600,2020-01-08 10:00:00 +0000 UTC,36.82,0.0,Clear,1027,67,10:00:00,08/01/2020
1578481200,2020-01-08 11:00:00 +0000 UTC,35.46,0.0,Clear,1027,70,11:00:00,08/01/2020
1578484800,2020-01-08 12:00:00 +0000 UTC,35.33,0.0,Clear,1027,69,12:00:00,08/01/2020
1578488400,2020-01-08 13:00:00 +0000 UTC,34.79,0.0,Clear,1027,74,13:00:00,08/01/2020
1578492000,2020-01-08 14:00:00 +0000 UTC,37.31,0.0,Clear,1027,65,14:00:00,08/01/2020
1578495600,2020-01-08 15:00:00 +0000 UTC,43.77,1.01,Clear,1028,61,15:00:00,08/01/2020
1578499200,2020-01-08 16:00:00 +0000 UTC,51.8,3.0,Clear,1027,57,16:00:00,08/01/2020
1578502800,2020-01-08 17:00:00 +0000 UTC,57.88,5.01,Clear,1027,45,17:00:00,08/01/2020
1578506400,2020-01-08 18:00:00 +0000 UTC,62.06,1.99,Clear,1025,45,18:00:00,08/01/2020
1578510000,2020-01-08 19:00:00 +0000 UTC,64.81,1.01,Clear,1024,40,19:00:00,08/01/2020
1578513600,2020-01-08 20:00:00 +0000 UTC,67.75,7.0,Clear,1022,40,20:00:00,08/01/2020
1578517200,2020-01-08 21:00:00 +0000 UTC,68.58,3.0,Clear,1021,42,21:00:00,08/01/2020
1578520800,2020-01-08 22:00:00 +0000 UTC,69.42,7.0,Clear,1020,42,22:00:00,08/01/2020
1578524400,2020-01-08 23:00:00 +0000 UTC,68.16,1.99,Clouds,1020,50,23:00:00,08/01/2020
1578528000,2020-01-09 00:00:00 +0000 UTC,65.55,7.0,Clear,1019,59,00:00:00,09/01/2020
1578531600,2020-01-09 01:00:00 +0000 UTC,63.21,4.0,Clear,1020,66,01:00:00,09/01/2020
1578535200,2020-01-09 02:00:00 +0000 UTC,63.16,5.99,Clouds,1020,70,02:00:00,09/01/2020
1578538800,2020-01-09 03:00:00 +0000 UTC,63.05,5.99,Clouds,1020,75,03:00:00,09/01/2020
1578542400,2020-01-09 04:00:00 +0000 UTC,62.76,5.01,Clouds,1020,78,04:00:00,09/01/2020
1578546000,2020-01-09 05:00:00 +0000 UTC,62.46,4.0,Clouds,1020,80,05:00:00,09/01/2020
1578549600,2020-01-09 06:00:00 +0000 UTC,62.33,5.99,Clouds,1018,82,06:00:00,09/01/2020
1578553200,2020-01-09 07:00:00 +0000 UTC,62.13,4.0,Clouds,1018,83,07:00:00,09/01/2020
1578556800,2020-01-09 08:00:00 +0000 UTC,62.13,3.0,Clouds,1018,83,08:00:00,09/01/2020
1578560400,2020-01-09 09:00:00 +0000 UTC,62.47,3.0,Clouds,1017,83,09:00:00,09/01/2020
1578564000,2020-01-09 10:00:00 +0000 UTC,62.65,4.0,Clouds,1016,85,10:00:00,09/01/2020
1578567600,2020-01-09 11:00:00 +0000 UTC,62.89,1.99,Clouds,1016,85,11:00:00,09/01/2020
1578571200,2020-01-09 12:00:00 +0000 UTC,62.6,3.0,Rain,1016,88,12:00:00,09/01/2020
1578574800,2020-01-09 13:00:00 +0000 UTC,62.85,4.0,Clouds,1016,90,13:00:00,09/01/2020
1578578400,2020-01-09 14:00:00 +0000 UTC,63.01,5.01,Rain,1016,93,14:00:00,09/01/2020
1578578400,2020-01-09 14:00:00 +0000 UTC,63.01,5.01,Mist,1016,93,14:00:00,09/01/2020
1578582000,2020-01-09 15:00:00 +0000 UTC,64.2,5.01,Clouds,1016,93,15:00:00,09/01/2020
1578585600,2020-01-09 16:00:00 +0000 UTC,65.77,5.01,Clouds,1016,92,16:00:00,09/01/2020
1578589200,2020-01-09 17:00:00 +0000 UTC,68.52,3.0,Rain,1015,85,17:00:00,09/01/2020
1578592800,2020-01-09 18:00:00 +0000 UTC,70.07,7.0,Rain,1015,81,18:00:00,09/01/2020
1578596400,2020-01-09 19:00:00 +0000 UTC,71.91,3.0,Clouds,1014,74,19:00:00,09/01/2020
1578600000,2020-01-09 20:00:00 +0000 UTC,74.34,1.99,Clouds,1013,68,20:00:00,09/01/2020
1578603600,2020-01-09 21:00:00 +0000 UTC,75.79,1.01,Clouds,1013,63,21:00:00,09/01/2020
1578607200,2020-01-09 22:00:00 +0000 UTC,76.26,1.01,Clouds,1012,62,22:00:00,09/01/2020
1578610800,2020-01-09 23:00:00 +0000 UTC,76.39,5.01,Clouds,1012,64,23:00:00,09/01/2020
1578614400,2020-01-10 00:00:00 +0000 UTC,74.46,5.01,Clouds,1012,68,00:00:00,10/01/2020
1578618000,2020-01-10 01:00:00 +0000 UTC,72.41,4.0,Clouds,1013,74,01:00:00,10/01/2020
1578621600,2020-01-10 02:00:00 +0000 UTC,71.37,3.0,Clouds,1014,76,02:00:00,10/01/2020
1578625200,2020-01-10 03:00:00 +0000 UTC,70.66,5.01,Clouds,1014,79,03:00:00,10/01/2020
1578628800,2020-01-10 04:00:00 +0000 UTC,70.2,5.99,Clouds,1014,81,04:00:00,10/01/2020
1578632400,2020-01-10 05:00:00 +0000 UTC,69.55,7.0,Clouds,1013,83,05:00:00,10/01/2020
1578636000,2020-01-10 06:00:00 +0000 UTC,68.92,4.0,Clouds,1013,84,06:00:00,10/01/2020
1578639600,2020-01-10 07:00:00 +0000 UTC,69.04,5.99,Clouds,1012,83,07:00:00,10/01/2020
1578643200,2020-01-10 08:00:00 +0000 UTC,69.04,3.0,Clouds,1012,84,08:00:00,10/01/2020
1578646800,2020-01-10 09:00:00 +0000 UTC,69.24,5.99,Clouds,1011,84,09:00:00,10/01/2020
1578650400,2020-01-10 10:00:00 +0000 UTC,69.69,1.01,Clouds,1011,82,10:00:00,10/01/2020
1578654000,2020-01-10 11:00:00 +0000 UTC,69.6,4.0,Clouds,1011,82,11:00:00,10/01/2020
1578657600,2020-01-10 12:00:00 +0000 UTC,69.62,5.99,Clouds,1010,81,12:00:00,10/01/2020
1578661200,2020-01-10 13:00:00 +0000 UTC,70.5,5.99,Rain,1011,79,13:00:00,10/01/2020
1578664800,2020-01-10 14:00:00 +0000 UTC,70.66,7.0,Rain,1011,80,14:00:00,10/01/2020
1578668400,2020-01-10 15:00:00 +0000 UTC,70.57,4.0,Rain,1011,83,15:00:00,10/01/2020
1578672000,2020-01-10 16:00:00 +0000 UTC,71.74,1.01,Rain,1011,83,16:00:00,10/01/2020
1578675600,2020-01-10 17:00:00 +0000 UTC,71.46,3.0,Rain,1009,84,17:00:00,10/01/2020
1578679200,2020-01-10 18:00:00 +0000 UTC,70.75,1.01,Rain,1008,85,18:00:00,10/01/2020
1578682800,2020-01-10 19:00:00 +0000 UTC,72.99,4.0,Rain,1006,78,19:00:00,10/01/2020
1578686400,2020-01-10 20:00:00 +0000 UTC,74.19,4.0,Rain,1004,78,20:00:00,10/01/2020
1578690000,2020-01-10 21:00:00 +0000 UTC,75.27,5.01,Rain,1004,75,21:00:00,10/01/2020
1578693600,2020-01-10 22:00:00 +0000 UTC,75.18,1.99,Clouds,1003,75,22:00:00,10/01/2020
1578697200,2020-01-10 23:00:00 +0000 UTC,74.7,1.99,Clouds,1003,77,23:00:00,10/01/2020
1578700800,2020-01-11 00:00:00 +0000 UTC,74.08,7.0,Rain,1003,78,00:00:00,11/01/2020
1578704400,2020-01-11 01:00:00 +0000 UTC,73.29,5.99,Rain,1004,82,01:00:00,11/01/2020
1578708000,2020-01-11 02:00:00 +0000 UTC,71.06,14.99,Rain,1005,78,02:00:00,11/01/2020
1578711600,2020-01-11 03:00:00 +0000 UTC,59.68,4.0,Rain,1009,90,03:00:00,11/01/2020
1578711600,2020-01-11 03:00:00 +0000 UTC,59.68,4.0,Thunderstorm,1009,90,03:00:00,11/01/2020
